Date,Open,High,Low,Close,Adj Close,Volume
2024-03-05,610.0999755859375,610.9099731445312,592.0,598.5,598.5,3849600
2024-03-06,602.989990234375,607.9299926757812,593.5599975585938,597.6900024414062,597.6900024414062,2469600
2024-03-07,599.3400268554688,610.530029296875,595.9000244140625,608.510009765625,608.510009765625,2742800
2024-03-08,608.27001953125,616.0900268554688,600.8400268554688,604.8200073242188,604.8200073242188,2774600
2024-03-11,608.0800170898438,611.0,600.3699951171875,600.9299926757812,600.9299926757812,2500900
2024-03-12,600.2100219726562,615.2999877929688,596.27001953125,611.0800170898438,611.0800170898438,2821600
2024-03-13,613.3699951171875,614.8499755859375,607.2100219726562,609.4500122070312,609.4500122070312,2192100
2024-03-14,615.0,620.7999877929688,607.3499755859375,613.010009765625,613.010009765625,3120500
2024-03-15,622.9199829101562,622.9199829101562,603.8200073242188,605.8800048828125,605.8800048828125,6670900
2024-03-18,613.5599975585938,627.4099731445312,610.4500122070312,618.3900146484375,618.3900146484375,3344200
2024-03-19,615.6199951171875,621.280029296875,608.0,620.739990234375,620.739990234375,2142600
2024-03-20,619.9500122070312,629.510009765625,618.3400268554688,627.6900024414062,627.6900024414062,2639500
2024-03-21,630.6500244140625,634.3599853515625,622.3300170898438,622.7100219726562,622.7100219726562,2507700
2024-03-22,624.1599731445312,629.0499877929688,621.0,628.010009765625,628.010009765625,2134100
2024-03-25,627.9000244140625,630.4600219726562,623.1599731445312,627.4600219726562,627.4600219726562,1803300
2024-03-26,625.2000122070312,634.3900146484375,619.1799926757812,629.239990234375,629.239990234375,2804500
2024-03-27,629.010009765625,631.3499755859375,610.72998046875,613.530029296875,613.530029296875,2628300
2024-03-28,614.989990234375,615.0,601.5900268554688,607.3300170898438,607.3300170898438,3708800
2024-04-01,608.0,615.1099853515625,605.5700073242188,614.3099975585938,614.3099975585938,2115900
2024-04-02,611.0,615.030029296875,605.510009765625,614.2100219726562,614.2100219726562,2029200
2024-04-03,612.75,630.4099731445312,611.5,630.0800170898438,630.0800170898438,2924600
2024-04-04,633.2100219726562,638.0,616.5800170898438,617.1400146484375,617.1400146484375,3062100
